RAT: Libraries loaded.

Processing readMTV.C...
***********************************************************************************************
*    Row   * Instance * trackPDG  *  trackPos *  trackPos *  trackPos *  trackTim *  trackPro *
*        1 *       51 *      2212 * 8478.6820 * 15419.210 * 16212.453 * 28856.176 *         1 *
*        1 *       52 *      2212 * 8478.6820 * 15419.210 * 16212.453 * 28856.176 *         4 *
*        1 *       56 *      2212 * 8478.1170 * 15413.309 * 16203.298 * 24949.819 *         1 *
*        1 *       57 *      2212 * 8478.1170 * 15413.309 * 16203.298 * 24949.820 *         4 *
*        1 *       61 *      2212 * 8477.9506 * 15409.668 * 16207.405 * 21866.473 *         1 *
*        1 *       62 *      2212 * 8477.9506 * 15409.668 * 16207.405 * 21866.474 *         4 *
*        1 *       63 *      2212 * 8480.4024 * 15397.320 * 16209.451 * 19118.390 *         1 *
*        1 *       64 *      2212 * 8480.4024 * 15397.320 * 16209.451 * 19118.390 *         4 *
*        1 *       65 *      2212 * 8480.2749 * 15393.693 * 16209.141 * 18413.223 *         1 *
*        1 *       66 *      2212 * 8480.2749 * 15393.693 * 16209.141 * 18413.223 *         4 *
*        1 *       67 *      2212 * 8479.9019 * 15390.024 * 16208.941 * 17691.891 *         1 *
*        1 *       68 *      2212 * 8479.9019 * 15390.024 * 16208.941 * 17691.891 *         4 *
*        1 *       69 *      2212 * 8480.2853 * 15389.764 * 16209.078 * 17532.224 *         1 *
*        1 *       70 *      2212 * 8480.2853 * 15389.764 * 16209.078 * 17532.224 *         4 *
*        1 *       74 *      2212 * 8486.9388 * 15385.023 * 16204.159 * 15094.709 *         1 *
*        1 *       75 *      2212 * 8486.9388 * 15385.023 * 16204.159 * 15094.709 *         4 *
*        1 *       76 *      2212 * 8493.0693 * 15386.219 * 16198.256 * 12669.797 *         1 *
*        1 *       77 *      2212 * 8493.0693 * 15386.219 * 16198.256 * 12669.798 *         4 *
*        1 *       78 *      2212 * 8494.2893 * 15387.081 * 16195.001 *  11599.92 *         1 *
*        1 *       79 *      2212 * 8494.2893 * 15387.081 * 16195.001 * 11599.920 *         4 *
*        1 *       80 *      2212 * 8494.0014 * 15385.683 * 16194.688 * 10846.759 *         1 *
*        1 *       81 *      2212 * 8494.0014 * 15385.683 * 16194.688 * 10846.760 *         4 *
*        1 *       82 *      2212 * 8493.3925 * 15385.168 * 16196.898 * 10010.971 *         1 *
*        1 *       83 *      2212 * 8493.3925 * 15385.168 * 16196.898 * 10010.971 *         4 *
*        1 *       84 *      2212 * 8479.6727 * 15386.176 * 16198.013 * 5761.0589 *         1 *
*        1 *       85 *      2212 * 8479.6727 * 15386.176 * 16198.013 * 5761.0592 *         4 *
*        1 *       86 *      2212 * 8477.9628 * 15389.582 * 16201.799 * 3308.5910 *         1 *
*        1 *       87 *      2212 * 8477.9628 * 15389.582 * 16201.799 * 3308.5913 *         4 *
*        1 *       88 *      2212 * 8475.9687 * 15388.551 *  16200.48 * 2866.0279 *         1 *
*        1 *       89 *      2212 * 8475.9687 * 15388.551 *  16200.48 * 2866.0282 *         4 *
*        1 *       93 *      2212 * 8465.9877 * 15392.740 * 16195.290 * 1727.9967 *         1 *
*        1 *       94 *      2212 * 8465.9877 * 15392.740 * 16195.290 * 1727.9970 *         4 *
*        1 *       98 *      2212 * 8453.0023 * 15408.254 * 16196.449 * 819.43967 *         1 *
*        1 *       99 *      2212 * 8453.0023 * 15408.254 * 16196.449 * 819.43996 *         4 *
*        1 *      100 *      2212 * 8452.4942 * 15408.695 * 16196.130 * 794.40081 *         1 *
*        1 *      101 *      2212 * 8452.4942 * 15408.695 * 16196.130 * 794.40111 *         4 *
*        1 *      102 *      2212 * 8446.8367 * 15408.928 * 16176.892 * 383.39592 *         1 *
*        1 *      103 *      2212 * 8446.8367 * 15408.928 * 16176.892 * 383.39621 *         4 *
*        1 *      104 *      2212 * 8443.7416 * 15408.832 * 16172.500 * 279.17895 *         1 *
*        1 *      105 *      2212 * 8443.7416 * 15408.832 * 16172.500 * 279.17895 *         4 *
*        1 *      106 *      2212 * 8444.0184 * 15407.313 * 16171.066 * 259.03517 *         1 *
*        1 *      107 *      2212 * 8444.0184 * 15407.313 * 16171.066 * 259.03546 *         4 *
*        1 *      108 *      2212 * 8446.7709 * 15400.826 * 16160.192 * 140.12052 *         1 *
*        1 *      109 *      2212 * 8446.7709 * 15400.826 * 16160.192 * 140.12082 *         4 *
*        1 *      110 *      2212 * 8446.8140 * 15400.700 * 16160.044 * 138.32006 *         1 *
*        1 *      111 *      2212 * 8446.8140 * 15400.700 * 16160.044 * 138.32006 *         4 *
*        1 *      112 *      2212 * 8450.8696 * 15400.656 * 16149.267 * 57.596387 *         1 *
*        1 *      113 *      2212 * 8450.8696 * 15400.656 * 16149.267 * 57.596387 *         4 *
*        1 *      114 *      2212 * 8450.8449 * 15400.374 * 16146.955 * 42.485904 *         1 *
*        1 *      115 *      2212 *  8450.845 * 15400.374 * 16146.955 * 42.485916 *         4 *
*        1 *      116 *      2212 * 8450.6469 * 15400.438 * 16146.873 * 41.994026 *         1 *
*        1 *      117 *      2212 * 8450.6469 * 15400.438 * 16146.873 * 41.994026 *         4 *
*        1 *      118 *      2212 * 8441.0505 * 15403.972 * 16141.352 * 16.653551 *         1 *
*        1 *      119 *      2212 * 8441.0505 * 15403.972 * 16141.352 * 16.653553 *         4 *
*        1 *      120 *      2212 * 8439.4777 * 15405.544 * 16139.032 * 10.376321 *         1 *
*        1 *      121 *      2212 * 8439.4777 * 15405.544 * 16139.032 * 10.376322 *         4 *
*        1 *      122 *      2212 * 8439.1913 * 15405.694 * 16138.514 * 9.2292952 *         1 *
*        1 *      123 *      2212 * 8439.1910 * 15405.694 * 16138.514 * 9.2295339 *         4 *
*        1 *      124 *      2212 * 8439.1909 * 15405.694 * 16138.514 * 9.2295921 *         4 *
*        1 *      125 *      2212 * 8443.8013 * 15398.909 * 16130.238 * 3.2677515 *         1 *
*        1 *      126 *      2212 * 8443.8013 * 15398.909 * 16130.238 * 3.2677549 *         4 *
*        2 *       18 *      2212 * -2225.082 * 17153.823 * 18219.281 * 2114.8450 *         1 *
*        2 *       19 *      2212 * -2225.082 * 17153.823 * 18219.281 * 2114.8453 *         4 *
*        2 *       20 *      2212 * -2225.609 * 17151.510 * 18221.272 * 1373.3054 *         1 *
*        2 *       21 *      2212 * -2225.609 * 17151.510 * 18221.272 * 1373.3057 *         4 *
*        2 *       25 *      2212 * -2220.900 * 17142.796 * 18220.413 * 95.904070 *         1 *
*        2 *       26 *      2212 * -2220.900 * 17142.796 * 18220.413 * 95.904361 *         4 *
*        2 *       27 *      2212 * -2220.947 * 17142.766 * 18220.287 * 86.822086 *         1 *
*        2 *       28 *      2212 * -2220.947 * 17142.766 * 18220.287 * 86.822088 *         4 *
*        2 *       35 *      2212 * -2208.000 * 17148.059 * 18216.637 * 4.0527921 *         1 *
*        2 *       36 *      2212 * -2208.000 *  17148.06 * 18216.637 * 4.0528696 *         4 *
*        3 *       38 *      2212 * 3368.8220 * -19027.62 * 5297.1223 * 54692.229 *         1 *
*        3 *       39 *      2212 * 3368.8220 * -19027.62 * 5297.1223 * 54692.229 *         4 *
*        3 *       40 *      2212 * 3396.0131 * -19047.11 * 5282.6944 * 46278.693 *         1 *
*        3 *       41 *      2212 * 3396.0131 * -19047.11 * 5282.6944 * 46278.693 *         4 *
*        3 *       42 *      2212 * 3424.0362 * -19059.17 * 5307.2913 * 35243.439 *         1 *
*        3 *       43 *      2212 * 3424.0362 * -19059.17 * 5307.2913 * 35243.439 *         4 *
